Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
20486,"Architects, Except Landscape and Naval",Plan layouts of structural architectural projects.,PurpleBear,2025-03-24,2.0,1.0,4.0,4.0,3.0,3.0
134,"Architects, Except Landscape and Naval",Prepare contract documents for building contractors.,PurpleBear,2025-03-24,2.0,1.0,3.0,3.0,4.0,4.0
19596,"Architects, Except Landscape and Naval","Plan or design structures such as residences, office buildings, theatres, factories, or other structural properties in accordance with environmental, safety, or other regulations.",PurpleBear,2025-03-24,2.0,1.0,5.0,4.0,3.0,4.0
20488,"Architects, Except Landscape and Naval","Create three-dimensional or interactive representations of designs, using computer-assisted design software.",PurpleBear,2025-03-24,4.0,1.0,2.0,3.0,2.0,2.0
19594,"Architects, Except Landscape and Naval",Gather information related to projects' environmental sustainability or operational efficiency.,PurpleBear,2025-03-24,1.0,3.0,3.0,3.0,3.0,4.0
16846,Climate Change Policy Analysts,"Gather and review climate-related studies from government agencies, research laboratories, and other organizations.",BlackCat,2025-03-25,4.0,2.0,3.0,5.0,2.0,2.0
16848,Climate Change Policy Analysts,Review existing policies or legislation to identify environmental impacts.,BlackCat,2025-03-25,3.0,2.0,4.0,4.0,2.0,3.0
16852,Climate Change Policy Analysts,"Research policies, practices, or procedures for climate or environmental management.",BlackCat,2025-03-25,2.0,4.0,5.0,4.0,4.0,4.0
19972,Industrial Ecologists,"Identify environmental impacts caused by products, systems, or projects.",BlackCat,2025-03-25,1.0,4.0,5.0,4.0,5.0,5.0
16888,Industrial Ecologists,Identify or develop strategies or methods to minimize the environmental impact of industrial production processes.,BlackCat,2025-03-25,3.0,3.0,3.0,4.0,2.0,3.0
19965,Industrial Ecologists,Analyze changes designed to improve the environmental performance of complex systems and avoid unintended negative consequences.,BlackCat,2025-03-25,3.0,3.0,4.0,4.0,2.0,3.0
19974,Industrial Ecologists,Identify sustainable alternatives to industrial or waste-management practices.,BlackCat,2025-03-25,2.0,4.0,5.0,4.0,4.0,4.0
19982,Industrial Ecologists,"Review research literature to maintain knowledge on topics related to industrial ecology, such as physical science, technology, economy, and public policy.",BlackCat,2025-03-25,2.0,2.0,4.0,4.0,2.0,4.0
19963,Industrial Ecologists,Recommend methods to protect the environment or minimize environmental damage from industrial production practices.,BlackCat,2025-03-25,3.0,4.0,3.0,4.0,2.0,3.0
19976,Industrial Ecologists,Perform environmentally extended input-output (EE I-O) analyses.,BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
18270,Remote Sensing Scientists and Technologists,Manage or analyze data obtained from remote sensing systems to obtain meaningful results.,BlackCat,2025-03-25,4.0,2.0,4.0,4.0,2.0,2.0
18256,Remote Sensing Scientists and Technologists,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS).",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
18261,Remote Sensing Scientists and Technologists,Process aerial or satellite imagery to create products such as land cover maps.,BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
18260,Remote Sensing Scientists and Technologists,Organize and maintain geospatial data and associated documentation.,BlackCat,2025-03-25,2.0,2.0,3.0,4.0,2.0,4.0
18265,Remote Sensing Scientists and Technologists,Compile and format image data to increase its usefulness.,BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
7548,Survey Researchers,"Review, classify, and record survey data in preparation for computer analysis.",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
7553,Survey Researchers,"Monitor and evaluate survey progress and performance, using sample disposition reports and response rate calculations.",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,3.0,2.0
7554,Survey Researchers,"Produce documentation of the questionnaire development process, data collection methods, sampling designs, and decisions related to sample statistical weighting.",BlackCat,2025-03-25,3.0,3.0,3.0,4.0,2.0,3.0
7555,Survey Researchers,"Determine and specify details of survey projects, including sources of information, procedures to be used, and the design of survey instruments and materials.",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
7556,Survey Researchers,"Support, plan, and coordinate operations for single or multiple surveys.",BlackCat,2025-03-25,2.0,3.0,3.0,3.0,3.0,4.0
7549,Survey Researchers,Conduct research to gather information about survey topics.,BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
7547,Survey Researchers,"Analyze data from surveys, old records, or case studies, using statistical software.",BlackCat,2025-03-25,3.0,3.0,3.0,5.0,2.0,3.0
7557,Survey Researchers,Direct updates and changes in survey implementation and methods.,BlackCat,2025-03-25,2.0,4.0,3.0,4.0,4.0,4.0
7559,Survey Researchers,Write training manuals to be used by survey interviewers.,BlackCat,2025-03-25,3.0,2.0,3.0,4.0,3.0,3.0
21107,Survey Researchers,Write proposals to win new projects.,BlackCat,2025-03-25,4.0,2.0,2.0,3.0,3.0,2.0
220,Urban and Regional Planners,"Design, promote, or administer government plans or policies affecting land use, zoning, public utilities, community facilities, housing, or transportation.",BlackCat,2025-03-25,2.0,4.0,4.0,4.0,4.0,4.0
225,Urban and Regional Planners,"Create, prepare, or requisition graphic or narrative reports on land use data, including land area maps overlaid with geographic variables, such as population density.",BlackCat,2025-03-25,3.0,2.0,4.0,4.0,2.0,3.0
19777,Urban and Regional Planners,Evaluate proposals for infrastructure projects or other development for environmental impact or sustainability.,BlackCat,2025-03-25,3.0,2.0,4.0,4.0,2.0,3.0
229,Urban and Regional Planners,"Keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations.",BlackCat,2025-03-25,2.0,4.0,4.0,4.0,5.0,4.0
20524,Urban and Regional Planners,Assess the feasibility of land use proposals and identify necessary changes.,BlackCat,2025-03-25,2.0,4.0,4.0,4.0,5.0,4.0
20523,Urban and Regional Planners,Determine the effects of regulatory limitations on land use projects.,BlackCat,2025-03-25,2.0,4.0,3.0,3.0,5.0,4.0
232,Urban and Regional Planners,Review and evaluate environmental impact reports pertaining to private or public planning projects or programs.,BlackCat,2025-03-25,2.0,4.0,4.0,4.0,5.0,4.0
20525,Urban and Regional Planners,Investigate property availability for purposes of development.,BlackCat,2025-03-25,1.0,4.0,5.0,4.0,5.0,5.0
5503,Geographers,"Create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales.",BlackCat,2025-03-25,4.0,2.0,4.0,4.0,2.0,2.0
5511,Geographers,"Study the economic, political, and cultural characteristics of a specific region's population.",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
5506,Geographers,Locate and obtain existing geographic information databases.,BlackCat,2025-03-25,3.0,3.0,4.0,4.0,2.0,3.0
5505,Geographers,"Develop, operate, and maintain geographical information computer systems, including hardware, software, plotters, digitizers, printers, and video cameras.",BlackCat,2025-03-25,3.0,3.0,4.0,4.0,2.0,3.0
16952,Transportation Planners,"Recommend transportation system improvements or projects, based on economic, population, land-use, or traffic projections.",BlackCat,2025-03-25,2.0,4.0,4.0,4.0,5.0,4.0
20976,Transportation Planners,"Interpret data from traffic modeling software, geographic information systems, or associated databases.",BlackCat,2025-03-25,2.0,4.0,4.0,5.0,4.0,4.0
16943,Transportation Planners,Prepare reports or recommendations on transportation planning.,BlackCat,2025-03-25,2.0,3.0,4.0,4.0,4.0,4.0
20979,Transportation Planners,Prepare necessary documents to obtain planned project approvals or permits.,BlackCat,2025-03-25,2.0,4.0,4.0,4.0,5.0,4.0
18295,Precision Agriculture Technicians,Document and maintain records of precision agriculture information.,BlackCat,2025-03-25,3.0,3.0,4.0,4.0,2.0,3.0
9350,Photographers,Review sets of photographs to select the best work.,BrownFox,2025-03-25,2.0,4.0,4.0,4.0,3.0,4.0
20560,Photographers,Write photograph captions.,BrownFox,2025-03-25,5.0,1.0,1.0,1.0,1.0,1.0
4057,Film and Video Editors,Organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.,BrownFox,2025-03-25,2.0,4.0,4.0,4.0,4.0,4.0
4052,Film and Video Editors,"Edit films and videotapes to insert music, dialogue, and sound effects, to arrange films into sequences, and to correct errors, using editing equipment.",BrownFox,2025-03-25,2.0,4.0,4.0,4.0,4.0,4.0
4053,Film and Video Editors,Select and combine the most effective shots of each scene to form a logical and smoothly running story.,BrownFox,2025-03-25,3.0,3.0,3.0,3.0,3.0,3.0
4060,Film and Video Editors,Review footage sequence by sequence to become familiar with it before assembling it into a final product.,BrownFox,2025-03-25,4.0,2.0,2.0,2.0,2.0,2.0
4061,Film and Video Editors,"Set up and operate computer editing systems, electronic titling systems, video switching equipment, and digital video effects units to produce a final product.",BrownFox,2025-03-25,4.0,2.0,2.0,2.0,2.0,2.0
4066,Film and Video Editors,Trim film segments to specified lengths and reassemble segments in sequences that present stories with maximum effect.,BrownFox,2025-03-25,3.0,3.0,3.0,3.0,3.0,3.0
4050,Film and Video Editors,"Cut shot sequences to different angles at specific points in scenes, making each individual cut as fluid and seamless as possible.",BrownFox,2025-03-25,4.0,2.0,2.0,2.0,2.0,2.0
18282,Precision Agriculture Technicians,"Identify spatial coordinates, using remote sensing and Global Positioning System (GPS) data.",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
18289,Precision Agriculture Technicians,"Create, layer, and analyze maps showing precision agricultural data, such as crop yields, soil characteristics, input applications, terrain, drainage patterns, or field management history.",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
20875,Precision Agriculture Technicians,"Analyze geospatial data to determine agricultural implications of factors such as soil quality, terrain, field productivity, fertilizers, or weather conditions.",BlackCat,2025-03-25,3.0,3.0,3.0,4.0,2.0,3.0
18278,Precision Agriculture Technicians,"Program farm equipment, such as variable-rate planting equipment or pesticide sprayers, based on input from crop scouting and analysis of field condition variability.",BlackCat,2025-03-25,3.0,3.0,4.0,4.0,2.0,3.0
18296,Precision Agriculture Technicians,"Draw or read maps, such as soil, contour, or plat maps.",BlackCat,2025-03-25,4.0,2.0,4.0,4.0,2.0,2.0
18293,Precision Agriculture Technicians,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history.",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
22315,Nuclear Technicians,"Monitor instruments, gauges, or recording devices under direction of nuclear experimenters.",BlackCat,2025-03-25,3.0,3.0,4.0,4.0,2.0,3.0
22319,Nuclear Technicians,"Calculate equipment operating factors, such as radiation times, dosages, temperatures, gamma intensities, or pressures, using standard formulas and conversion tables.",BlackCat,2025-03-25,2.0,3.0,5.0,5.0,2.0,4.0
22321,Nuclear Technicians,"Communicate with accelerator maintenance personnel to ensure readiness of support systems, such as vacuum, water cooling, or radio frequency power sources.",BlackCat,2025-03-25,1.0,5.0,5.0,4.0,5.0,5.0
12963,Social Science Research Assistants,Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,BlackCat,2025-03-25,4.0,2.0,2.0,5.0,2.0,2.0
12955,Social Science Research Assistants,"Perform descriptive and multivariate statistical analyses of data, using computer software.",BlackCat,2025-03-25,4.0,2.0,2.0,5.0,2.0,2.0
12956,Social Science Research Assistants,"Verify the accuracy and validity of data entered in databases, correcting any errors.",BlackCat,2025-03-25,4.0,2.0,2.0,4.0,2.0,2.0
12952,Social Science Research Assistants,"Prepare, manipulate, and manage extensive databases.",BlackCat,2025-03-25,5.0,2.0,2.0,2.0,2.0,1.0
12962,Social Science Research Assistants,Perform data entry and other clerical work as required for project completion.,BlackCat,2025-03-25,3.0,4.0,2.0,3.0,5.0,3.0
12960,Social Science Research Assistants,Conduct internet-based and library research.,BlackCat,2025-03-25,5.0,2.0,2.0,3.0,2.0,1.0
12968,Social Science Research Assistants,Recruit and schedule research participants.,BlackCat,2025-03-25,1.0,5.0,2.0,3.0,5.0,5.0
12958,Social Science Research Assistants,Edit and submit protocols and other required research documentation.,BlackCat,2025-03-25,4.0,4.0,2.0,3.0,5.0,2.0
12964,Social Science Research Assistants,Code data in preparation for computer entry.,BlackCat,2025-03-25,4.0,2.0,2.0,5.0,2.0,2.0
12972,Social Science Research Assistants,Track laboratory supplies and expenses such as participant reimbursement.,BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
16974,Quality Control Analysts,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",BlackCat,2025-03-25,4.0,2.0,3.0,4.0,2.0,2.0
16977,Quality Control Analysts,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms.",BlackCat,2025-03-25,3.0,2.0,4.0,4.0,2.0,3.0
16979,Quality Control Analysts,Compile laboratory test data and perform appropriate analyses.,BlackCat,2025-03-25,3.0,4.0,2.0,3.0,4.0,3.0
16964,Quality Control Analysts,"Write technical reports or documentation, such as deviation reports, testing protocols, and trend analyses.",BlackCat,2025-03-25,2.0,5.0,3.0,4.0,5.0,4.0
16973,Quality Control Analysts,Investigate or report questionable test results.,BlackCat,2025-03-25,2.0,5.0,3.0,4.0,5.0,4.0
16972,Quality Control Analysts,"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols.",BlackCat,2025-03-25,4.0,3.0,3.0,4.0,2.0,2.0
